
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_O1  : isotropic displacement parameter for atom O1.
#   Biso_O2  : isotropic displacement parameter for atom O2.
#   Biso_O3  : isotropic displacement parameter for atom O3.
#   Biso_Pb  : isotropic displacement parameter for atom Pb.
#   Biso_S  : isotropic displacement parameter for atom S.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a, b, c  : orthorhombic lattice parameters (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-05_13-38-19
Crystal Structure: orthorhombic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 7.370
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_O1  Biso_O2  Biso_O3  Biso_Pb  Biso_S  Scale      U        V        W       a        b        c      FirstBragg   Status     Class
sample6929      16.000     -0.13756   1.98976   1.46854   1.31871   1.41345   0.41843      1.480057   0.15573  -0.45616   0.41881   8.47823  5.39704  6.95805    20.33890  OK        CLOSE
sample693       14.300     -0.04118   1.98978   1.46853   1.31867   1.41320   0.41847      1.479952   0.15571  -0.45603   0.41951   8.47932  5.39721  6.95846    20.43350  OK        CLOSE
sample6930       7.650     -0.08419   1.98970   1.46871   1.31870   1.41340   0.41850      1.480086   0.15571  -0.45603   0.41911   8.47964  5.39695  6.95871    20.38970  OK        CLOSE
sample6931      10.600     -0.06408   1.98964   1.46858   1.31855   1.41342   0.41847      1.480192   0.15572  -0.45554   0.41872   8.47922  5.39624  6.95873    20.41020  OK        CLOSE
sample6932      12.900     -0.05812   1.98980   1.46846   1.31858   1.41341   0.41847      1.480395   0.15569  -0.45614   0.41923   8.47881  5.39629  6.95803    20.41780  OK        CLOSE
sample6933       8.330     -0.07649   1.98989   1.46861   1.31848   1.41330   0.41851      1.480360   0.15567  -0.45550   0.41926   8.47900  5.39712  6.95788    20.39950  OK        CLOSE
sample6934      13.900     -0.11911   1.98972   1.46874   1.31863   1.41320   0.41846      1.481377   0.15574  -0.45604   0.41937   8.47909  5.39723  6.95897    20.35490  OK        CLOSE
sample6935      13.100     -0.05238   1.98965   1.46870   1.31846   1.41334   0.41847      1.479383   0.15573  -0.45637   0.41939   8.47853  5.39659  6.95878    20.42250  OK        CLOSE
sample6936       7.490     -0.09012   1.98976   1.46871   1.31869   1.41330   0.41844      1.480883   0.15571  -0.45596   0.41878   8.47901  5.39682  6.95852    20.38470  OK        CLOSE
sample6937      11.400     -0.11636   1.98979   1.46848   1.31857   1.41342   0.41847      1.481916   0.15550  -0.45609   0.41911   8.47901  5.39694  6.95784    20.35970  OK        CLOSE
sample6938      11.600     -0.05162   1.98984   1.46868   1.31864   1.41329   0.41847      1.479853   0.15575  -0.45554   0.41881   8.47922  5.39722  6.95879    20.42260  OK        CLOSE
sample6939       7.920     -0.09735   1.98956   1.46849   1.31864   1.41346   0.41846      1.479781   0.15567  -0.45594   0.41922   8.47911  5.39679  6.95791    20.37850  OK        CLOSE
sample694       10.700     -0.06618   1.98988   1.46861   1.31848   1.41328   0.41845      1.480692   0.15548  -0.45626   0.41888   8.47805  5.39694  6.95812    20.41030  OK        CLOSE
sample6940      14.200     -0.12659   1.98965   1.46863   1.31850   1.41339   0.41844      1.480189   0.15562  -0.45610   0.41904   8.47865  5.39658  6.95898    20.34780  OK        CLOSE
sample6941      13.000     -0.04750   1.98989   1.46848   1.31869   1.41331   0.41844      1.479316   0.15567  -0.45578   0.41887   8.47905  5.39688  6.95898    20.42650  OK        CLOSE
sample6942       8.120     -0.09155   1.98970   1.46846   1.31857   1.41322   0.41849      1.481823   0.15548  -0.45620   0.41906   8.47887  5.39722  6.95905    20.38250  OK        CLOSE
sample6943      12.200     -0.11646   1.98955   1.46870   1.31854   1.41340   0.41847      1.481807   0.15549  -0.45637   0.41903   8.47879  5.39666  6.95907    20.35760  OK        CLOSE
sample6944       8.000     -0.08073   1.98987   1.46857   1.31854   1.41325   0.41846      1.479886   0.15564  -0.45579   0.41894   8.47957  5.39623  6.95870    20.39330  OK        CLOSE
sample6945       8.490     -0.10192   1.98988   1.46873   1.31854   1.41324   0.41848      1.480109   0.15558  -0.45592   0.41891   8.47843  5.39693  6.95836    20.37380  OK        CLOSE
sample6946      12.100     -0.11784   1.98951   1.46860   1.31869   1.41325   0.41843      1.482059   0.15548  -0.45595   0.41886   8.47928  5.39664  6.95841    20.35700  OK        CLOSE
sample6947       7.450     -0.08436   1.98960   1.46846   1.31854   1.41330   0.41846      1.480688   0.15574  -0.45609   0.41885   8.47892  5.39709  6.95871    20.39030  OK        CLOSE
sample6948       7.630     -0.08089   1.98986   1.46849   1.31853   1.41323   0.41850      1.480854   0.15573  -0.45597   0.41937   8.47890  5.39682  6.95881    20.39360  OK        CLOSE
sample6949      11.900     -0.05623   1.98954   1.46849   1.31862   1.41344   0.41847      1.481321   0.15565  -0.45548   0.41884   8.47910  5.39706  6.95793    20.41960  OK        CLOSE
sample695       11.500     -0.11618   1.98968   1.46846   1.31861   1.41342   0.41849      1.482173   0.15563  -0.45580   0.41930   8.47890  5.39640  6.95881    20.35830  OK        CLOSE
sample6950      15.500     -0.13188   1.98984   1.46871   1.31852   1.41331   0.41846      1.481154   0.15566  -0.45548   0.41871   8.47951  5.39646  6.95840    20.34270  OK        CLOSE
sample6951       9.110     -0.10830   1.98975   1.46846   1.31854   1.41322   0.41850      1.480970   0.15552  -0.45595   0.41923   8.47820  5.39707  6.95777    20.36870  OK        CLOSE
sample6952       8.460     -0.10183   1.98988   1.46860   1.31850   1.41338   0.41846      1.481178   0.15569  -0.45569   0.41922   8.47893  5.39692  6.95781    20.37440  OK        CLOSE
sample6953      12.700     -0.11966   1.98974   1.46871   1.31851   1.41321   0.41850      1.480803   0.15568  -0.45631   0.41872   8.47820  5.39699  6.95895    20.35520  OK        CLOSE
sample6954       8.680     -0.07711   1.98985   1.46863   1.31859   1.41322   0.41847      1.479904   0.15559  -0.45636   0.41888   8.47943  5.39662  6.95773    20.39870  OK        CLOSE
sample6955       9.560     -0.07223   1.98958   1.46850   1.31858   1.41347   0.41850      1.480709   0.15564  -0.45554   0.41876   8.47824  5.39621  6.95895    20.40260  OK        CLOSE
sample6956       7.470     -0.09015   1.98967   1.46847   1.31851   1.41320   0.41847      1.481003   0.15570  -0.45573   0.41927   8.47858  5.39626  6.95838    20.38540  OK        CLOSE
sample6957      13.700     -0.04810   1.98985   1.46868   1.31847   1.41327   0.41849      1.480300   0.15571  -0.45610   0.41936   8.47838  5.39715  6.95848    20.42740  OK        CLOSE
sample6958       7.470     -0.08836   1.98975   1.46850   1.31871   1.41327   0.41843      1.480521   0.15557  -0.45555   0.41878   8.47832  5.39668  6.95812    20.38790  OK        CLOSE
sample6959       7.970     -0.07997   1.98988   1.46864   1.31859   1.41338   0.41846      1.479765   0.15573  -0.45563   0.41922   8.47916  5.39641  6.95858    20.39460  OK        CLOSE
sample696       13.000     -0.12243   1.98956   1.46862   1.31853   1.41347   0.41850      1.480137   0.15565  -0.45586   0.41935   8.47879  5.39674  6.95855    20.35260  OK        CLOSE
sample6960       9.160     -0.07311   1.98972   1.46856   1.31858   1.41320   0.41845      1.479522   0.15551  -0.45583   0.41905   8.47881  5.39638  6.95851    20.40200  OK        CLOSE
sample6961      15.900     -0.13328   1.98955   1.46851   1.31849   1.41324   0.41850      1.480446   0.15550  -0.45611   0.41894   8.47828  5.39688  6.95893    20.34160  OK        CLOSE
sample6962      15.900     -0.04700   1.98978   1.46847   1.31852   1.41335   0.41848      1.481252   0.15575  -0.45599   0.41915   8.47835  5.39639  6.95800    20.42940  OK        CLOSE
sample6963      12.000     -0.05626   1.98978   1.46857   1.31846   1.41328   0.41847      1.481190   0.15571  -0.45591   0.41902   8.47902  5.39669  6.95838    20.41880  OK        CLOSE
sample6964      13.100     -0.12319   1.98978   1.46846   1.31847   1.41324   0.41844      1.481488   0.15554  -0.45627   0.41921   8.47966  5.39639  6.95815    20.35170  OK        CLOSE
sample6965       9.020     -0.06368   1.98977   1.46860   1.31862   1.41337   0.41849      1.481390   0.15557  -0.45554   0.41924   8.47934  5.39725  6.95904    20.40990  OK        CLOSE
sample6966      10.400     -0.10808   1.98975   1.46846   1.31870   1.41346   0.41847      1.480734   0.15567  -0.45614   0.41951   8.47939  5.39721  6.95789    20.36750  OK        CLOSE
sample6967      11.600     -0.06373   1.98957   1.46871   1.31853   1.41325   0.41847      1.480792   0.15577  -0.45637   0.41934   8.47812  5.39644  6.95836    20.41230  OK        CLOSE
sample6968      15.800     -0.04247   1.98964   1.46857   1.31863   1.41332   0.41845      1.480717   0.15556  -0.45626   0.41875   8.47802  5.39677  6.95872    20.43300  OK        CLOSE
sample6969      16.200     -0.13525   1.98981   1.46870   1.31852   1.41344   0.41844      1.479492   0.15561  -0.45628   0.41894   8.47957  5.39678  6.95787    20.34020  OK        CLOSE
sample697        9.810     -0.07243   1.98975   1.46848   1.31866   1.41333   0.41846      1.481618   0.15549  -0.45632   0.41894   8.47964  5.39620  6.95786    20.40300  OK        CLOSE
sample6970       9.260     -0.07105   1.98956   1.46871   1.31867   1.41333   0.41843      1.481766   0.15554  -0.45567   0.41885   8.47891  5.39662  6.95840    20.40410  OK        CLOSE
sample6971      15.000     -0.13200   1.98988   1.46852   1.31848   1.41336   0.41845      1.480071   0.15555  -0.45615   0.41903   8.47950  5.39638  6.95815    20.34300  OK        CLOSE
sample6972      13.000     -0.05219   1.98983   1.46873   1.31861   1.41339   0.41850      1.480697   0.15568  -0.45606   0.41878   8.47842  5.39702  6.95835    20.42350  OK        CLOSE
sample6973       8.440     -0.10541   1.98973   1.46859   1.31856   1.41345   0.41844      1.481794   0.15558  -0.45604   0.41946   8.47840  5.39669  6.95791    20.37110  OK        CLOSE
sample6974       8.210     -0.10374   1.98961   1.46846   1.31866   1.41344   0.41845      1.480795   0.15556  -0.45621   0.41880   8.47864  5.39625  6.95810    20.37220  OK        CLOSE
sample6975       7.700     -0.08024   1.98987   1.46856   1.31853   1.41326   0.41844      1.480460   0.15557  -0.45578   0.41951   8.47879  5.39709  6.95838    20.39510  OK        CLOSE
sample6976      13.000     -0.11866   1.98959   1.46859   1.31849   1.41341   0.41851      1.479419   0.15552  -0.45574   0.41894   8.47960  5.39635  6.95898    20.35480  OK        CLOSE
sample6977      11.900     -0.11919   1.98955   1.46857   1.31869   1.41332   0.41850      1.479951   0.15555  -0.45564   0.41918   8.47879  5.39632  6.95879    20.35540  OK        CLOSE
sample6978      10.100     -0.06456   1.98976   1.46857   1.31852   1.41346   0.41847      1.481033   0.15578  -0.45632   0.41908   8.47968  5.39665  6.95826    20.41010  OK        CLOSE
sample6979       7.940     -0.09268   1.98988   1.46874   1.31857   1.41322   0.41843      1.479246   0.15563  -0.45619   0.41893   8.47901  5.39711  6.95865    20.38200  OK        CLOSE
sample698       14.500     -0.04743   1.98985   1.46870   1.31846   1.41326   0.41848      1.480877   0.15573  -0.45609   0.41914   8.47837  5.39647  6.95890    20.42740  OK        CLOSE
sample6980      16.000     -0.04280   1.98969   1.46867   1.31857   1.41320   0.41849      1.479427   0.15574  -0.45556   0.41940   8.47926  5.39656  6.95774    20.43320  OK        CLOSE
sample6981       7.490     -0.08985   1.98957   1.46860   1.31857   1.41331   0.41847      1.480092   0.15547  -0.45586   0.41870   8.47816  5.39674  6.95895    20.38510  OK        CLOSE
sample6982       9.760     -0.11452   1.98966   1.46867   1.31871   1.41326   0.41847      1.480025   0.15548  -0.45557   0.41930   8.47804  5.39677  6.95777    20.36260  OK        CLOSE
sample6983       7.710     -0.08502   1.98986   1.46862   1.31852   1.41343   0.41850      1.479619   0.15558  -0.45630   0.41950   8.47927  5.39680  6.95771    20.39100  OK        CLOSE
sample6984      10.900     -0.05912   1.98981   1.46852   1.31870   1.41342   0.41851      1.479945   0.15549  -0.45609   0.41918   8.47860  5.39697  6.95877    20.41570  OK        CLOSE
sample6985      13.500     -0.04594   1.98981   1.46860   1.31861   1.41330   0.41844      1.480507   0.15575  -0.45637   0.41879   8.47905  5.39673  6.95909    20.42790  OK        CLOSE
sample6986       7.740     -0.08883   1.98964   1.46861   1.31858   1.41330   0.41846      1.479403   0.15568  -0.45637   0.41948   8.47965  5.39659  6.95859    20.38530  OK        CLOSE
sample6987      15.200     -0.04503   1.98973   1.46861   1.31865   1.41331   0.41848      1.481514   0.15564  -0.45568   0.41886   8.47844  5.39653  6.95863    20.43020  OK        CLOSE
sample6988       8.230     -0.09775   1.98984   1.46872   1.31858   1.41323   0.41845      1.480487   0.15560  -0.45627   0.41877   8.47837  5.39674  6.95901    20.37690  OK        CLOSE
sample6989      10.400     -0.11780   1.98991   1.46863   1.31870   1.41342   0.41844      1.481649   0.15561  -0.45595   0.41874   8.47852  5.39633  6.95791    20.35860  OK        CLOSE
sample699        8.340     -0.09743   1.98966   1.46855   1.31859   1.41340   0.41844      1.479397   0.15557  -0.45563   0.41873   8.47922  5.39701  6.95820    20.37780  OK        CLOSE
sample6990      10.100     -0.11077   1.98962   1.46855   1.31858   1.41343   0.41847      1.479353   0.15569  -0.45584   0.41869   8.47825  5.39719  6.95814    20.36550  OK        CLOSE
sample6991       9.940     -0.06704   1.98963   1.46847   1.31868   1.41334   0.41850      1.481622   0.15559  -0.45631   0.41925   8.47934  5.39640  6.95851    20.40750  OK        CLOSE
sample6992      15.700     -0.13252   1.98970   1.46864   1.31869   1.41322   0.41847      1.481609   0.15547  -0.45549   0.41877   8.47912  5.39634  6.95894    20.34150  OK        CLOSE
sample6993       7.640     -0.08446   1.98954   1.46853   1.31871   1.41321   0.41851      1.480275   0.15572  -0.45559   0.41879   8.47833  5.39717  6.95803    20.39190  OK        CLOSE
sample6994      11.800     -0.05724   1.98969   1.46864   1.31860   1.41327   0.41843      1.480314   0.15571  -0.45601   0.41888   8.47914  5.39632  6.95884    20.41690  OK        CLOSE
sample6995       8.080     -0.07940   1.98956   1.46851   1.31861   1.41323   0.41845      1.479273   0.15554  -0.45584   0.41892   8.47871  5.39642  6.95880    20.39530  OK        CLOSE
sample6996       8.250     -0.07978   1.98977   1.46860   1.31845   1.41343   0.41849      1.481227   0.15559  -0.45610   0.41906   8.47834  5.39642  6.95870    20.39540  OK        CLOSE
sample6997      12.200     -0.05992   1.98957   1.46855   1.31846   1.41330   0.41849      1.482091   0.15567  -0.45570   0.41875   8.47834  5.39656  6.95820    20.41620  OK        CLOSE
sample6998       7.530     -0.09006   1.98978   1.46858   1.31869   1.41332   0.41851      1.480166   0.15569  -0.45576   0.41906   8.47868  5.39626  6.95885    20.38450  OK        CLOSE
sample6999       9.100     -0.07599   1.98980   1.46873   1.31863   1.41345   0.41844      1.480674   0.15549  -0.45632   0.41903   8.47838  5.39677  6.95782    20.40070  OK        CLOSE
sample7         15.200     -0.12546   1.98966   1.46856   1.31868   1.41337   0.41844      1.481094   0.15566  -0.45627   0.41942   8.47905  5.39713  6.95892    20.34860  OK        CLOSE
sample70         9.410     -0.07312   1.98972   1.46855   1.31854   1.41321   0.41847      1.480701   0.15564  -0.45633   0.41951   8.47846  5.39627  6.95865    20.40210  OK        CLOSE
sample700        9.420     -0.10993   1.98961   1.46851   1.31856   1.41322   0.41845      1.481248   0.15577  -0.45620   0.41946   8.47816  5.39633  6.95873    20.36540  OK        CLOSE
sample7000       9.260     -0.07307   1.98956   1.46848   1.31848   1.41335   0.41847      1.480163   0.15569  -0.45610   0.41934   8.47902  5.39630  6.95840    20.40200  OK        CLOSE
sample7001      15.900     -0.12667   1.98963   1.46868   1.31856   1.41347   0.41850      1.480367   0.15572  -0.45620   0.41888   8.47946  5.39698  6.95908    20.34670  OK        CLOSE
sample7002       7.300     -0.09289   1.98985   1.46874   1.31861   1.41343   0.41845      1.480445   0.15562  -0.45613   0.41918   8.47827  5.39669  6.95810    20.38340  OK        CLOSE
sample7003      14.800     -0.12923   1.98976   1.46867   1.31868   1.41338   0.41850      1.480453   0.15549  -0.45563   0.41873   8.47915  5.39684  6.95824    20.34600  OK        CLOSE
sample7004      17.200     -0.03826   1.98984   1.46869   1.31859   1.41332   0.41846      1.480186   0.15548  -0.45597   0.41902   8.47853  5.39656  6.95831    20.43740  OK        CLOSE
sample7005      15.700     -0.13197   1.98960   1.46861   1.31867   1.41320   0.41848      1.481655   0.15568  -0.45617   0.41895   8.47899  5.39635  6.95909    20.34190  OK        CLOSE
sample7006       8.180     -0.09499   1.98979   1.46873   1.31845   1.41333   0.41850      1.480340   0.15553  -0.45547   0.41902   8.47962  5.39684  6.95817    20.37990  OK        CLOSE
sample7007       9.000     -0.06736   1.98971   1.46870   1.31857   1.41324   0.41851      1.480889   0.15567  -0.45574   0.41907   8.47912  5.39726  6.95844    20.40750  OK        CLOSE
sample7008       8.270     -0.10426   1.98986   1.46874   1.31859   1.41334   0.41844      1.480042   0.15554  -0.45591   0.41910   8.47816  5.39676  6.95804    20.37230  OK        CLOSE
sample7009      13.500     -0.05179   1.98964   1.46870   1.31863   1.41320   0.41849      1.480354   0.15558  -0.45557   0.41892   8.47823  5.39662  6.95871    20.42350  OK        CLOSE
sample701       11.400     -0.05993   1.98980   1.46866   1.31869   1.41336   0.41849      1.479767   0.15561  -0.45575   0.41904   8.47901  5.39687  6.95803    20.41580  OK        CLOSE
