
# Explanation:
#   SampleID: unique folder name for each sample.
#   Rwp(%)   : final Rwp in percent (Bragg-Only, Conventional line).
#   ZeroShift: final zero shift (degrees).
#   Biso_Ce  : isotropic displacement parameter for atom Ce.
#   Biso_O  : isotropic displacement parameter for atom O.
#   Scale    : final scale factor.
#   U, V, W  : final peak shape parameters.
#   a        : cubic lattice parameter (Å).
#   Status   : parse result from .out (OK, NO_OUT, NEG_BISO, etc.).
#   Class    : classification label [CLOSE, BOUNDARY, INVALID].
#   FirstBragg: first bragg peak 2theta from .prf

Run: 1
DateTime: 2025-05-12_05-34-00
Crystal Structure: cubic
# If 'sample1' is found, we define reference_rwp = that sample's Rwp => Rref.
# Reference Rwp (Rref) from sample1 => 12.600
# Thresholds => Close < (Rref+10), Boundary < (Rref+20), else Invalid.
# SampleID        Rwp(%)    ZeroShift    Biso_Ce  Biso_O  Scale      U        V        W       a      FirstBragg   Status     Class
sample6707      12.600     -0.01935   0.03938   0.84881      0.000643   0.02156  -0.03964   0.01968   5.41147    28.52680  OK        CLOSE
sample6708      16.300     -0.01363   0.03938   0.84883      0.000643   0.02154  -0.03967   0.01967   5.41116    28.53420  OK        CLOSE
sample6709      14.100     -0.01579   0.03938   0.84890      0.000644   0.02157  -0.03965   0.01967   5.41128    28.53140  OK        CLOSE
sample671       14.700     -0.02531   0.03938   0.84893      0.000645   0.02154  -0.03964   0.01965   5.41149    28.52070  OK        CLOSE
sample6710      13.600     -0.02326   0.03938   0.84892      0.000644   0.02156  -0.03969   0.01966   5.41152    28.52260  OK        CLOSE
sample6711      14.000     -0.02516   0.03938   0.84880      0.000644   0.02154  -0.03966   0.01965   5.41139    28.52140  OK        CLOSE
sample6712      13.600     -0.02513   0.03938   0.84879      0.000644   0.02156  -0.03967   0.01968   5.41134    28.52170  OK        CLOSE
sample6713      13.500     -0.01790   0.03938   0.84892      0.000643   0.02154  -0.03967   0.01968   5.41120    28.52970  OK        CLOSE
sample6714      12.500     -0.02303   0.03938   0.84882      0.000645   0.02153  -0.03967   0.01967   5.41120    28.52460  OK        CLOSE
sample6715      12.800     -0.02338   0.03938   0.84886      0.000644   0.02156  -0.03968   0.01968   5.41133    28.52350  OK        CLOSE
sample6716      12.600     -0.02090   0.03938   0.84893      0.000645   0.02154  -0.03968   0.01968   5.41120    28.52670  OK        CLOSE
sample6717      12.900     -0.01754   0.03938   0.84889      0.000644   0.02153  -0.03968   0.01968   5.41142    28.52890  OK        CLOSE
sample6718      12.700     -0.02249   0.03938   0.84879      0.000644   0.02154  -0.03968   0.01967   5.41140    28.52410  OK        CLOSE
sample6719      13.000     -0.02357   0.03938   0.84879      0.000644   0.02157  -0.03964   0.01966   5.41135    28.52320  OK        CLOSE
sample672       13.600     -0.02508   0.03938   0.84882      0.000644   0.02156  -0.03966   0.01967   5.41133    28.52190  OK        CLOSE
sample6720      14.300     -0.02512   0.03938   0.84890      0.000643   0.02153  -0.03969   0.01966   5.41144    28.52120  OK        CLOSE
sample6721      15.100     -0.01347   0.03938   0.84890      0.000644   0.02152  -0.03968   0.01966   5.41131    28.53360  OK        CLOSE
sample6722      12.700     -0.01860   0.03938   0.84885      0.000644   0.02152  -0.03968   0.01967   5.41166    28.52650  OK        CLOSE
sample6723      14.000     -0.01166   0.03938   0.84879      0.000644   0.02156  -0.03967   0.01967   5.41169    28.53330  OK        CLOSE
sample6724      12.500     -0.02032   0.03938   0.84893      0.000643   0.02154  -0.03968   0.01967   5.41141    28.52620  OK        CLOSE
sample6725      12.800     -0.01591   0.03938   0.84891      0.000643   0.02155  -0.03970   0.01965   5.41168    28.52910  OK        CLOSE
sample6726      14.000     -0.01417   0.03938   0.84880      0.000643   0.02156  -0.03969   0.01966   5.41144    28.53220  OK        CLOSE
sample6727      12.600     -0.01860   0.03938   0.84880      0.000644   0.02152  -0.03968   0.01964   5.41150    28.52740  OK        CLOSE
sample6728      13.200     -0.01676   0.03938   0.84890      0.000643   0.02155  -0.03966   0.01964   5.41138    28.52990  OK        CLOSE
sample6729      13.500     -0.01353   0.03938   0.84879      0.000644   0.02155  -0.03968   0.01965   5.41163    28.53180  OK        CLOSE
sample673       12.700     -0.01758   0.03938   0.84890      0.000644   0.02153  -0.03963   0.01965   5.41160    28.52790  OK        CLOSE
sample6730      13.900     -0.01251   0.03938   0.84886      0.000644   0.02156  -0.03968   0.01968   5.41164    28.53270  OK        CLOSE
sample6731      14.000     -0.01354   0.03938   0.84888      0.000644   0.02154  -0.03963   0.01967   5.41150    28.53250  OK        CLOSE
sample6732      12.600     -0.02050   0.03938   0.84881      0.000644   0.02152  -0.03967   0.01968   5.41128    28.52670  OK        CLOSE
sample6733      14.300     -0.01148   0.03938   0.84891      0.000643   0.02155  -0.03963   0.01966   5.41166    28.53370  OK        CLOSE
sample6734      14.700     -0.01366   0.03938   0.84889      0.000645   0.02154  -0.03965   0.01965   5.41135    28.53320  OK        CLOSE
sample6735      12.800     -0.02026   0.03938   0.84887      0.000644   0.02152  -0.03969   0.01967   5.41163    28.52500  OK        CLOSE
sample6736      12.800     -0.02266   0.03938   0.84892      0.000644   0.02153  -0.03963   0.01964   5.41142    28.52380  OK        CLOSE
sample6737      14.200     -0.02447   0.03938   0.84879      0.000644   0.02156  -0.03967   0.01964   5.41150    28.52160  OK        CLOSE
sample6738      12.800     -0.01849   0.03938   0.84890      0.000644   0.02155  -0.03964   0.01966   5.41135    28.52830  OK        CLOSE
sample6739      13.200     -0.01561   0.03938   0.84887      0.000644   0.02156  -0.03965   0.01967   5.41150    28.53040  OK        CLOSE
sample674       15.900     -0.01383   0.03938   0.84878      0.000645   0.02157  -0.03964   0.01968   5.41119    28.53380  OK        CLOSE
sample6740      13.100     -0.01940   0.03938   0.84880      0.000644   0.02156  -0.03969   0.01965   5.41116    28.52840  OK        CLOSE
sample6741      13.100     -0.02066   0.03938   0.84879      0.000644   0.02153  -0.03969   0.01965   5.41166    28.52450  OK        CLOSE
sample6742      12.900     -0.02301   0.03938   0.84889      0.000643   0.02156  -0.03969   0.01964   5.41139    28.52360  OK        CLOSE
sample6743      14.500     -0.01388   0.03938   0.84886      0.000644   0.02155  -0.03969   0.01968   5.41136    28.53290  OK        CLOSE
sample6744      13.800     -0.01736   0.03938   0.84883      0.000643   0.02154  -0.03966   0.01964   5.41119    28.53030  OK        CLOSE
sample6745      12.600     -0.01862   0.03938   0.84893      0.000643   0.02154  -0.03966   0.01964   5.41147    28.52750  OK        CLOSE
sample6746      12.800     -0.01921   0.03938   0.84884      0.000644   0.02154  -0.03965   0.01967   5.41167    28.52590  OK        CLOSE
sample6747      13.100     -0.02384   0.03938   0.84891      0.000643   0.02156  -0.03970   0.01965   5.41133    28.52310  OK        CLOSE
sample6748      14.500     -0.01206   0.03938   0.84882      0.000644   0.02153  -0.03966   0.01967   5.41154    28.53370  OK        CLOSE
sample6749      12.700     -0.02173   0.03938   0.84890      0.000644   0.02152  -0.03963   0.01968   5.41147    28.52450  OK        CLOSE
sample675       12.600     -0.02133   0.03938   0.84886      0.000644   0.02155  -0.03968   0.01966   5.41146    28.52490  OK        CLOSE
sample6750      13.500     -0.01581   0.03938   0.84879      0.000644   0.02154  -0.03966   0.01967   5.41141    28.53070  OK        CLOSE
sample6751      13.200     -0.01825   0.03938   0.84887      0.000644   0.02155  -0.03962   0.01965   5.41124    28.52910  OK        CLOSE
sample6752      12.700     -0.01758   0.03938   0.84892      0.000644   0.02152  -0.03969   0.01968   5.41153    28.52830  OK        CLOSE
sample6753      13.700     -0.01774   0.03938   0.84889      0.000645   0.02154  -0.03964   0.01967   5.41117    28.53010  OK        CLOSE
sample6754      13.500     -0.02444   0.03938   0.84893      0.000644   0.02154  -0.03968   0.01968   5.41139    28.52220  OK        CLOSE
sample6755      12.600     -0.01917   0.03938   0.84881      0.000644   0.02154  -0.03968   0.01966   5.41156    28.52650  OK        CLOSE
sample6756      14.900     -0.02344   0.03938   0.84880      0.000644   0.02156  -0.03965   0.01966   5.41168    28.52160  OK        CLOSE
sample6757      16.300     -0.02540   0.03938   0.84891      0.000644   0.02156  -0.03969   0.01964   5.41167    28.51970  OK        CLOSE
sample6758      12.900     -0.01606   0.03938   0.84884      0.000644   0.02157  -0.03969   0.01968   5.41158    28.52950  OK        CLOSE
sample6759      12.600     -0.01793   0.03938   0.84890      0.000644   0.02155  -0.03970   0.01964   5.41153    28.52790  OK        CLOSE
sample676       12.700     -0.01945   0.03938   0.84884      0.000644   0.02154  -0.03967   0.01964   5.41126    28.52780  OK        CLOSE
sample6760      12.700     -0.02002   0.03938   0.84893      0.000644   0.02153  -0.03967   0.01965   5.41124    28.52740  OK        CLOSE
sample6761      12.700     -0.01786   0.03938   0.84883      0.000645   0.02152  -0.03967   0.01966   5.41164    28.52740  OK        CLOSE
sample6762      14.100     -0.01520   0.03938   0.84889      0.000644   0.02155  -0.03963   0.01966   5.41133    28.53170  OK        CLOSE
sample6763      13.200     -0.01438   0.03938   0.84889      0.000644   0.02153  -0.03970   0.01964   5.41164    28.53080  OK        CLOSE
sample6764      14.800     -0.01368   0.03938   0.84892      0.000645   0.02155  -0.03962   0.01964   5.41133    28.53320  OK        CLOSE
sample6765      14.300     -0.01650   0.03938   0.84891      0.000644   0.02153  -0.03967   0.01968   5.41116    28.53130  OK        CLOSE
sample6766      13.100     -0.01722   0.03938   0.84894      0.000644   0.02155  -0.03964   0.01965   5.41137    28.52950  OK        CLOSE
sample6767      12.600     -0.02005   0.03938   0.84894      0.000644   0.02153  -0.03964   0.01968   5.41150    28.52590  OK        CLOSE
sample6768      12.600     -0.01954   0.03938   0.84878      0.000643   0.02156  -0.03966   0.01966   5.41139    28.52710  OK        CLOSE
sample6769      13.700     -0.01268   0.03938   0.84879      0.000644   0.02153  -0.03964   0.01967   5.41165    28.53250  OK        CLOSE
sample677       14.700     -0.01195   0.03938   0.84893      0.000644   0.02156  -0.03963   0.01966   5.41153    28.53390  OK        CLOSE
sample6770      13.900     -0.01648   0.03938   0.84887      0.000644   0.02152  -0.03963   0.01968   5.41124    28.53090  OK        CLOSE
sample6771      12.600     -0.02299   0.03938   0.84884      0.000644   0.02156  -0.03964   0.01964   5.41125    28.52440  OK        CLOSE
sample6772      13.800     -0.02249   0.03938   0.84888      0.000644   0.02155  -0.03967   0.01967   5.41163    28.52280  OK        CLOSE
sample6773      13.100     -0.01584   0.03938   0.84880      0.000644   0.02154  -0.03968   0.01965   5.41151    28.53010  OK        CLOSE
sample6774      12.700     -0.01782   0.03938   0.84891      0.000643   0.02154  -0.03967   0.01968   5.41159    28.52770  OK        CLOSE
sample6775      12.600     -0.02017   0.03938   0.84888      0.000644   0.02155  -0.03968   0.01967   5.41128    28.52700  OK        CLOSE
sample6776      13.200     -0.01525   0.03938   0.84879      0.000644   0.02152  -0.03970   0.01966   5.41153    28.53060  OK        CLOSE
sample6777      12.900     -0.02093   0.03938   0.84892      0.000644   0.02155  -0.03963   0.01966   5.41160    28.52460  OK        CLOSE
sample6778      12.700     -0.01881   0.03938   0.84885      0.000644   0.02153  -0.03966   0.01967   5.41135    28.52800  OK        CLOSE
sample6779      13.700     -0.01729   0.03938   0.84882      0.000644   0.02153  -0.03963   0.01968   5.41122    28.53020  OK        CLOSE
sample678       13.600     -0.01570   0.03938   0.84880      0.000643   0.02153  -0.03966   0.01965   5.41140    28.53090  OK        CLOSE
sample6780      15.600     -0.01243   0.03938   0.84889      0.000643   0.02153  -0.03966   0.01965   5.41136    28.53430  OK        CLOSE
sample6781      13.300     -0.02157   0.03938   0.84889      0.000644   0.02155  -0.03965   0.01966   5.41164    28.52370  OK        CLOSE
sample6782      13.300     -0.01686   0.03938   0.84889      0.000644   0.02153  -0.03966   0.01965   5.41136    28.52990  OK        CLOSE
sample6783      14.000     -0.02283   0.03938   0.84891      0.000645   0.02157  -0.03966   0.01966   5.41163    28.52250  OK        CLOSE
sample6784      12.800     -0.01645   0.03938   0.84880      0.000643   0.02153  -0.03968   0.01965   5.41156    28.52920  OK        CLOSE
sample6785      14.500     -0.02472   0.03938   0.84887      0.000645   0.02153  -0.03964   0.01967   5.41152    28.52120  OK        CLOSE
sample6786      12.600     -0.02384   0.03938   0.84879      0.000645   0.02153  -0.03970   0.01966   5.41116    28.52400  OK        CLOSE
sample6787      17.100     -0.01230   0.03938   0.84887      0.000644   0.02153  -0.03963   0.01967   5.41120    28.53530  OK        CLOSE
sample6788      17.400     -0.01192   0.03938   0.84881      0.000644   0.02154  -0.03966   0.01967   5.41122    28.53560  OK        CLOSE
sample6789      12.700     -0.01727   0.03938   0.84891      0.000644   0.02154  -0.03965   0.01966   5.41151    28.52870  OK        CLOSE
sample679       14.500     -0.02320   0.03938   0.84888      0.000644   0.02155  -0.03969   0.01967   5.41167    28.52190  OK        CLOSE
sample6790      12.600     -0.02045   0.03938   0.84882      0.000644   0.02153  -0.03964   0.01965   5.41148    28.52570  OK        CLOSE
sample6791      15.100     -0.01170   0.03938   0.84881      0.000644   0.02153  -0.03969   0.01966   5.41149    28.53430  OK        CLOSE
sample6792      13.500     -0.01694   0.03938   0.84879      0.000644   0.02155  -0.03969   0.01966   5.41129    28.53020  OK        CLOSE
sample6793      15.000     -0.02498   0.03938   0.84893      0.000644   0.02153  -0.03965   0.01966   5.41156    28.52070  OK        CLOSE
sample6794      12.500     -0.02212   0.03938   0.84884      0.000644   0.02154  -0.03967   0.01965   5.41124    28.52530  OK        CLOSE
sample6795      16.700     -0.01167   0.03938   0.84894      0.000644   0.02154  -0.03969   0.01966   5.41130    28.53540  OK        CLOSE
sample6796      12.700     -0.02420   0.03938   0.84879      0.000644   0.02155  -0.03964   0.01967   5.41116    28.52360  OK        CLOSE
sample6797      13.100     -0.01910   0.03938   0.84882      0.000644   0.02155  -0.03964   0.01966   5.41121    28.52850  OK        CLOSE
sample6798      13.700     -0.01452   0.03938   0.84885      0.000644   0.02156  -0.03964   0.01965   5.41148    28.53160  OK        CLOSE
sample6799      12.600     -0.02086   0.03938   0.84890      0.000644   0.02152  -0.03963   0.01967   5.41125    28.52650  OK        CLOSE
sample68        12.900     -0.02002   0.03938   0.84893      0.000644   0.02153  -0.03964   0.01964   5.41117    28.52780  OK        CLOSE
sample680       12.500     -0.02227   0.03938   0.84894      0.000644   0.02155  -0.03967   0.01965   5.41116    28.52560  OK        CLOSE
sample6800      13.700     -0.01392   0.03938   0.84881      0.000644   0.02153  -0.03963   0.01965   5.41153    28.53190  OK        CLOSE
sample6801      12.800     -0.02286   0.03938   0.84884      0.000644   0.02155  -0.03966   0.01964   5.41138    28.52380  OK        CLOSE
sample6802      14.100     -0.02242   0.03938   0.84878      0.000643   0.02156  -0.03969   0.01968   5.41167    28.52270  OK        CLOSE
sample6803      14.300     -0.01345   0.03938   0.84888      0.000644   0.02153  -0.03970   0.01965   5.41145    28.53280  OK        CLOSE
sample6804      13.100     -0.01924   0.03938   0.84879      0.000645   0.02153  -0.03962   0.01965   5.41117    28.52850  OK        CLOSE
sample6805      13.000     -0.01666   0.03938   0.84890      0.000644   0.02154  -0.03968   0.01967   5.41144    28.52970  OK        CLOSE
sample6806      13.200     -0.02450   0.03938   0.84892      0.000644   0.02156  -0.03969   0.01968   5.41131    28.52250  OK        CLOSE
sample6807      14.300     -0.01493   0.03938   0.84890      0.000644   0.02154  -0.03964   0.01967   5.41131    28.53210  OK        CLOSE
sample6808      12.600     -0.01786   0.03938   0.84887      0.000644   0.02155  -0.03963   0.01966   5.41157    28.52780  OK        CLOSE
sample6809      12.800     -0.01911   0.03938   0.84886      0.000644   0.02156  -0.03966   0.01964   5.41127    28.52810  OK        CLOSE
sample681       13.800     -0.01476   0.03938   0.84885      0.000644   0.02153  -0.03963   0.01967   5.41143    28.53160  OK        CLOSE
sample6810      13.400     -0.01435   0.03938   0.84888      0.000643   0.02155  -0.03963   0.01965   5.41157    28.53130  OK        CLOSE
